,CONTENT,ABUSE
4974,Please stop the texts,0
4975,PLEASE STOP!!!!!!!!!!!!!!!!!!!!!,0
4976,Raul Zuniga,0
4977,It's Bonnets appointment,0
4978,"Give me until tomorrow afternoon, I'll ask my dad for help.",0
4979,I will call you when I become unemployment status.. thanks,0
4980,I need to see what up with my lost,0
4981,October the 22nd I'll make a full payment,0
4982,STOP no thanks,0
4983,18664384636 red cross,0
4984,Will do. All items will be at the garage,0
4985,Ok thank u,0
4986,115859340 paid by commission adjustment 1/2 Nov 1; 1/2 Dec 1,0
4987,I paid last month,0
4988,I'll be there.,0
4989,"I honestly don't want to argue, I do want to pay. I just needed to get to my payday.",0
4990,Please send number,0
4991,19 it is not what I want to do I am under the wrist with anyone who says that I have to show proof of a vaccination card is something that is against my,0
4992,I am taking the covid-19 vaccination against my will in order to keep employment in this world and this government I have to take the vaccine shot covid-,0
4993,Confirmed 4 pm 9/28,0
4994,Payment will be made on Friday 10/01,0
4995,Oh shoots will get it in tonight yet or tomorrow,0
4996,Duane fitch 5511 tower ave superior wi 54880 3479,0
4997,I am with Humana health and don't have no reason to change get off my back!!!!!!!,0
4998,No mensajes,0
4999,I need to see when i get my money for lost,0
5000,"Manejan., no puedo escrib. Enviado desde MY SENTRA",0
5001,Hey didn't receive my receipt text please text me the receipt for the payment today,0
5002,I have some please stop texting me,0
5003,This is Travis Heron,0
5004,Fuck ur self,1
5005,"1) yes, he has cough, congestion, sore throat. We did a PCR test at his pediatrician's office.",0
5006,I can't afford that I am low income,0
5007,My money yall sent me,0
5008,Stop ..i have Medicaid,0
5009,(I'm assuming today---this isn't dated?!),0
5010,G d I enterprise,0
5011,NeShawn Spruill 9104417998,0
5012,I'll make payment 9/30,0
5013,Same one is using my name and page,0
5014,The chat feature is not working for me,0
5015,Mosaic Seven for industrial or multi family?,0
5016,Do you help with rental assistance?,0
5017,I want it,0
5018,"Wanted to check on scheduled delivery for tomorrow, October 28. Are we still on schedule?",0
5019,Hello thank you I have insurance already please remove me,0
5020,The settlement you are looking for is a large sum of money I don't have. I can't afford to pay you that much at once. I can afford payments.,0
5021,I'm logged in,0
5022,You can call me now,0
5023,OK gracias,0
5024,Get app,0
5025,no i didnt,0
5026,"Hi, I am Tseganesh sirabzu Hayileselase. I send 200 dollars to Abinet Sirawbizu Hayileselase. Her phone number is 0916116293. Her account number is 1000034240934.",0
5027,th Loud Effect),0
5028,B IÂ¡Â¯m listening to Look At What I've Done by Chris Cagle.g (sent wi,0
5029,I'm start pt for my knee,0
5030,Shawn-Aspiring WRITER,0
5031,I've posted a payment on 10/8,0
5032,This was my favorite ? woaaeal ????,0
5033,LEAVE ME THE FUCK ALONE,1
5034,Please precio para viajar a Guayaquil Dic. 23 hasta Enero 2,0
5035,Kyle Michael LaFlamme,0
5036,??Mrs. Thompson ?,0
5037,My address is the same.,0
5038,Arlene Richardson,0
5039,Hello! Is there a way you are able to call me around 4:30?,0
5040,I don't get the best reception at work,0
5041,chapstick sponge hello watch plant pick tire remote anchovies,0
5042,Questioned Family Nutrition Info: Learn how you can apply for the SNAP food assistance program. i.familynutritioninfo.com/Q4TTUP/39113,0
5043,Traes llaves,0
5044,Aung Than,0
5045,Poque andamos en la calle,0
5046,Already have healthcare insurance. Please STOP phone calls and texting.,0
5047,Grace Chon NO (Client) Seungbok Chon NO,0
5048,Stoptextimg me,0
5049,Deysi Mejia,0
5050,Yes I'm here now,0
5051,Fuck all of that stop texting computer,1
5052,Stop man...,0
5053,I855 488 3442no,0
5054,Para El Salvador ?? quiero saber los presios para enero,0
5055,855 488 3442no,0
5056,STOP! Remove me from your list now!!!,0
5057,I can be there by 5. I have to get my granddaughter from school and drop her off to my other daughter. Her mom is still in the hospital with my my other grandson,0
5058,I can make a payment today,0
5059,She goes to school in Missouri,0
5060,Plz take me off your list,0
5061,Ok thanks will call you then,0
5062,I can't afford anything rite now.,0
5063,I cant view the information on the website,0
5064,I've made arrangements,0
5065,Can call me now,0
5066,Yes I will be making a payment by the end of this week,0
5067,Hola asta que hora est?n disponibles,0
5068,Ok thanks send me back the info to me k,0
5069,"Lee, Joan ; no An, Do; no",0
5070,I called and made arrangements to pay it this Thursday I actually talked to somebody,0
5071,Disliked Financial Assistance: Learn how you can find unclaimed assets and property and claim it. i.homeresourcesnow.com/ONFK35/39114,0
5072,"Liked Assistance:Reply was sent to Financial Assistance. If you wanted to send a keyword, check spelling and try again.",0
5073,I will call you at 8am in the morning. Must,0
5074,Thank God!,0
5075,9168783490 Memogram,0
5076,I get Molina so please stop calling and texting me thank you ?????,0
5077,I need a cheap plan Â¢Â´ is to expensive for my husband and me,0
5078,I am driving - Sent from my ALTIMA,0
5079,"I'm insured, thank you anyway",0
5080,Just got to work and they are super busy,0
5081,good afternoon. I have sent again the PDF of my insurance to your email from jaag_007@yahoo.com,0
5082,Removed a dislike from Financial Assistance: Learn how you can find unclaimed assets and property and claim it. i.homeresourcesnow.com/ONFK35/39114,0
5083,I actually got two kits. I wasn't sure if that was a.mistake or not so I completed both and put them in a FedEx box at the end of last week.,0
5084,"Removed a like from Assistance:Reply was sent to Financial Assistance. If you wanted to send a keyword, check spelling and try again.",0
5085,Would you please stop texting me am trying to be nice????,0
5086,I know but I talk to somebody today because I just got out the hospital and they said it would be okay to pay it this Thursday,0
5087,This is a scam text. They wont work with you!!!,0
5088,out 25 dollars a week.,0
5089,Hello William and Harmoni Sanders we are waiting on funicular aid and unemployment with exhausted unemployment due to furlong with the corona lvirus. Our,0
5090,household just got over the delta variant and things are still not back to normal. All we can afford until our grants and another loan is approved is ab,0
5091,I thank you better take huve,0
5092,29Ã?Ã ÃÂ­Â¿Ã¤Ã?Ã,0
5093,If i ask again for help you will not help!!!!,0
5094,Stop texting my damn phone,0
5095,What company is this,0
5096,We look for things to improve by end of October as our industry goes into the holidays,0
5097,Another scam text!!,0
5098,Kwang woon kim.no,0
5099,rk but she said I could pay it this Thursday,0
5100,Yes I don't know her name but she brought it up she asked me for my social security number because I didn't have my paperwork with me because I was at wo,0
5101,Bitch you better stop fuck you and your job kiss my black ass,1
5102,That's great!,0
5103,"Tomorrow payment will be made I was supposed to make it Saturday. I forgot my sister got Married this weekend it's been crazy. But I will have it done tomorrow. Michael Cuomo 44 Spruce Court, Bedminster NJ 07921 5204 9085074951",0
5104,I have been trying to make extra payments per month on a biweekly basis. I will be making a payment on October 7th by days end. Thank you Carla Ledane #1706 2013 Kia Rio 33872,0
5105,"If i do would be the same out come, this is a scam text!!",0
5106,FUCK YOU,1
5107,Fuck you and your boss,1
5108,Please note the account you have already made 600 interest off the title loan we just need more time to let things get back to normal,0
5109,I can pay the $120,0
5110,It's me,0
5111,Just another scam I see!!,0
5112,I don't know why she didn't write anything down but I talked to her a little after 11:00 this morning but I will pay it Thursday and it won't go past that,0
5113,There it is again the other scam!!,0
5114,"Yes I am, this is regarding which hospital?",0
5115,Can you give me the address of where I need to send the money order to,0
5116,I am checked in right?,0
5117,Yes I can pay today,0
5118,Can you extend my payment. My unemployment ended on 9/4/2021,0
5119,Thanks for the message. We don't recognize your number. Please reply with your name or reply STOP to unsubscribe.,0
5120,Stop fuk the union,1
5121,I did that all ready yes????,0
5122,Nicholas died from Covid,0
5123,How much is still owing,0
5124,Wrong nut,0
5125,Do you have tuition money for me?,0
5126,Yes I need help,0
5127,Kdhservice - JustinB - when are getting the rest of our outstanding items taken care of?,0
5128,Fuck off ?,1
5129,Tammy Thomas 38557 86 th st N apt 40 Pahokee Florida 33476. 2716,0
5130,I don't think so,0
5131,Stop. Please do not spray,0
5132,It's never a good time,0
5133,Finance help,0
5134,Sent back,0
5135,"Yes, I will be @ the clinic @ 1 p.m.",0
5136,Ann Nieman-Smith,0
5137,Sorry make that 6. I didn't realize it was 4:39,0
5138,Ok gracias ? nos vemos ma?ana,0
5139,You guys didn't give me the tax paper last time,0
5140,Shirley Rodgers,0
5141,I'm not gonna make my lesson today,0
5142,"7217 Mustengo Drive, Reno, NV. 89506",0
5143,Arrive @ 0830,0
5144,Jane yoo no nono Kum hu no no no,0
5145,Making payment tomorrow,0
5146,Stop msg,0
5147,ATTENTION RG-151 type code 1,0
5148,Yes it is me doing these transactions,0
5149,I'm making one payment,0
5150,Not doing it for October,0
5151,Westminster office will be better,0
5152,15-Oct,0
5153,This is fraudulent fuck off,1
5154,I can bring my covid test showing when test negative,0
5155,Stop I won't qualify,0
5156,That sounds great but there's no shreey,0
5157,I can go around 430,0
5158,I tried to call already,0
5159,This front door,0
5160,When do i have to complete the purchase by?,0
5161,Who are you? Stop texting me.,0
5162,IÂ¡Â¯m interested in the program or what itÂ¡Â¯s about,0
5163,Just send it how will I know if it was receive? Please let me know if I need to resend it again thanks,0
5164,I would like to have a pickup on October 5th,0
5165,Sure thing,0
5166,DRC 70122,0
5167,"So the term is 18 months and that sum (5,912.04)? No other fees, charges, interest? Or half in two days and then a month for the other half of 2,956.02? Again no other fees, charges or interest?",0
5168,"Hi there! I've tried going to 7 pharmacies (CVS, Publix, Walgreens) to refill the prescription that was given to me and none of them have it. Is there any other medication you can substitute for it?",0
5169,I never get approved and not buying 1 more fucking credit score I know do exactly what mine is,1
5170,Anna Kim- No Hanae Kim- No,0
5171,Not a month a week.,0
5172,Jolie Imler,0
5173,I'm on my way to pick it up!,0
5174,Is this as I am ?,0
5175,"I shouldn't have to pay for healthcare. I was born and raised in this country. I put into the system for 45 years I am now 60 and have absolutely nothing to show for it but I put into the system for 45 years, where did it go.???",0
5176,9/30 from 9am till 1pm,0
5177,Is this as I adm,0
5178,Hello can you help me to find a house for me and my mother,0
5179,I can get del urich at 115 for 30 we can probably go earlier and get on or el Rio for 20 bucks at 1120,0
5180,That's all I have on the card,0
5181,Stop this is not Darryl,0
5182,Are you still operating?,0
5183,"Rem:You have an appt with Raymond Tatevossian M.D. on 09-29-2021 at 11:15 am. To confirm, reply Y or call 818-325-2088 to reschedule. Txt STOP to OptOut Yes Yes Yes Please make this work",0
5184,I don't need health insurance thank you,0
5185,Ok thank you!,0
5186,Got a plan,0
5187,Filed bankruptcy and your one of the creditors 21-90882 Southern District of Indiana,0
5188,Rex Hardin,0
5189,"Thank you for the offer, but no thank you. Have a blessed day",0
5190,Denise Davis,0
5191,Sadaf Nawaz,0
5192,Mallory Hardy PO Box 356 Ryan Ok 8220,0
5193,He is intensive care,0
5194,Greenville North Carolina.,0
5195,I won't do phone conversations. I have been lied to by our company before. I want everything in writing for a record of what is being said.,0
5196,Ok boo was you able to send that??,0
5197,"Southeast Florida, specifically Pompano Beach.",0
5198,"4, est",0
5199,Don't know,0
5200,Fitzgeraldo G Sanchez,0
5201,Ok you can pick up,0
5202,"I'm sorry how is that ,cos u all wanted me. To have taken college classes n that i haven't,so I just decided to try another way on getting a degree.....",0
5203,2 payments will be made on friday,0
5204,"Lim yong moon,No",0
5205,Yo los invito a Zurvita,0
5206,Yes! I am available tomorrow between 11 am to 12:30 pm CST or after 2 pm CST. Let me know a time that works,0
5207,I made appointment for 12:30.... why do I show up at 2:15?????? I will be there at 12:15,0
5208,OK thanks,0
5209,It will get paid before this month is out this week,0
5210,I need dental Ins,0
5211,4 Week fibra,0
5212,No system,0
5213,This is not Jane,0
5214,I am just asking for an estimate as I do not need it snd will need to save up for it. So the Unit will be <$1000 and I am interested in the installation cost.,0
5215,Thanks for remind meÂ¡Â£,0
5216,Ok. I will look into getting the lump sum paid.,0
5217,"Hi Stephanie, I'm still trying to figure out a way to keep the car. I still have it sitting in Tampa, but I want to try and keep it, but I don't have the $275 to make payment. I wanted to see if there was a way to work out a payment arrangement to stop the fees from piling up. Is there any other options thatwe can do. I don't have $275, the best I can come up with right now is like $175. Please let me know if anything can be done.",0
5218,This is in my apt,0
5219,I have found a moving company. Thank you anyway,0
5220,What all plans come withÂ¢Ã¦200 a month,0
5221,I will try but I am not certain. I could on the 1st I think. With chemotherapy and all i am doing the best I can and I do not want to promise something I cannot do. Thank you Carla Ledane,0
5223,Out ofMedical,0
5224,STOP I am American Indian. I get free healthcare at the hospitals my tribe owns. I will NEVER buy health insurance.,0
5225,Loved Â¡Â°Ricky Carruth: Good job today!Â¡Â±,0
5226,Stop MM,0
5227,Hi what position is this for ?,0
5228,No I am paying Thursday,0
5229,Emphasized Â¡Â°FEMA:FEMA ID 8672 Case updated. Login to DisasterAssistance.gov to check status. Reply STOP to opt-out. Do not send any other info here.Â¡Â±,0
5230,Not good can not get loan I need due the credit history need about 5k,0
5231,My Name is Don McNeil. Still no contact from the person you referred me to.,0
5232,Loved Â¡Â°Rem:Your appointment with Cassandra Herrera FNP-C is rescheduled to 10-01-2021 at 03:40 pm. Txt STOP to OptOutÂ¡Â±,0
5233,Sol Gales no Maria HARITOS no,0
5234,I can make a full payment today. Do you have an app to make this easier? I usually call it in and it takes a long time to confirm that I am who I say I am all the things.,0
5235,Pls stop.,0
5236,Building is lock down I'm stay with family in Baton Rouge,0
5237,I have no idea how to claim an apology,0
5238,Okay got it,0
5239,? ? ?,0
5240,Will be paid in the 30th . That is the day I get paid.,0
5241,"Sarah No, keum ok Lee No",0
5242,I can make another payment on 10-18-21,0
5243,"BigYes asap right away$40,000",0
5244,I'm going to catch everything up Thursday,0
5245,2378 01/12/1972,0
5246,I want this to be noted and in text. I do not want to speak verbally about this issue. What would you expect us to do. We have 25 a week and that's it. I,0
